grupo,n,margen,precio,ncomp,franquicia,metropolitana
treated,956,71.2245946120784,807.092630204839,8.92259414225942,0.932008368200837,0.29602510460251
anillo,476,81.0998046520709,951.046437801521,6.23529411764706,0.903361344537815,0.521008403361345
lejano,598,110.059119770835,1041.92064494329,2.09698996655518,0.819397993311037,0.0919732441471573
nunca,1074,96.708875501085,1001.00530143791,3.93109869646182,0.856610800744879,0.282122905027933
