ym,Gasolina 93,Gasolina 97,Diésel
2022-02-01,87.5575866188764,124.334711864403,98.0399413489745
2022-03-01,91.7221492537313,128.854976303314,99.2844665885123
2022-04-01,97.3705741626763,134.126626016264,100.642840375584
2022-05-01,97.7988656716425,134.359106296544,101.833040421794
2022-06-01,98.2206075044701,134.980270270268,101.670344424989
2022-07-01,100.25430778372,135.558474004055,102.707925407924
2022-08-01,98.3901600474215,133.423398516524,103.155406976743
2022-09-01,92.2561757719686,124.490209318025,104.221782178218
2022-10-01,91.2942959001783,123.068403247634,105.750757575756
2022-11-01,95.6193932183229,126.505348679758,107.984314868807
2022-12-01,101.132282996434,132.282849426061,110.780524781338
2023-01-01,102.651415984893,133.947353563864,113.515346534657
2023-02-01,104.463436123348,135.047847565275,112.980259900988
2023-03-01,106.167126725219,136.232816901411,111.416234567901
2023-04-01,110.9932106599,140.609517045455,110.097751405375
2023-05-01,111.920152091255,141.258156028366,110.372863381157
2023-06-01,113.326641414145,140.865109695686,113.75500310752
2023-07-01,115.051732829238,139.013568904594,114.931055900619
2023-08-01,107.305047318612,120.994680851064,116.084835301427
2023-09-01,102.940994962214,120.39363507779,117.78237119801
2023-10-01,103.573595505617,120.430014025245,116.833661538465
2023-11-01,110.1799501868,123.835599159076,117.84739103745
2023-12-01,116.775776397516,128.82271138365,120.568156766684
2024-01-01,116.509591584156,127.832800555942,123.362804871948
2024-02-01,112.506512204131,124.221634954193,123.490173053156
2024-03-01,118.819151590767,132.366175438599,124.295879452641
2024-04-01,127.179226444164,140.100280694737,124.521784615388
2024-05-01,125.51567162935,138.08002802383,124.899632127526
2024-06-01,125.715226848971,139.350665732308,125.439583333336
2024-07-01,126.129244114,140.444584206845,125.873121563833
2024-08-01,120.925802469139,133.490257480865,125.081054235226
2024-09-01,119.928421052632,131.910405027936,126.967970660143
2024-10-01,121.018988902586,131.888317100137,127.331771150338
2024-11-01,121.054064039411,133.981236970118,127.59422843256
2024-12-01,122.432228360958,134.301525658804,128.537939393943
2025-01-01,125.402148557394,137.863988912745,133.344296116508
2025-02-01,126.4050245098,138.33856254319,133.274682010906
2025-03-01,127.736196319018,139.825207756229,133.100000000004
2025-04-01,135.879072605251,149.178329882681,134.569662243667
2025-05-01,135.328345498787,148.790433585681,133.921754807688
2025-06-01,133.707306763281,148.340971272226,133.238998211087
2025-07-01,135.538270858525,149.373119015052,134.18352238806
2025-08-01,132.899518072285,148.458543226688,134.801070154574
2025-09-01,125.280192655027,139.722532334925,134.563123515443
2025-10-01,125.534933973586,139.970033898302,134.167594780802
2025-11-01,123.312889688252,137.695466847088,131.983806146568
2025-12-01,125.108004778976,139.090578728126,132.129994107244
2026-01-01,122.949970320471,138.205882352941,130.920070216497
2026-02-01,120.716992303138,135.848803475933,131.008931698778
2026-03-01,116.203305785124,135.255236824546,118.624041811847
2026-04-01,128.426051396024,146.641616964881,126.70206659013
2026-05-01,128.956552532468,148.546276595749,133.061485319512
2026-06-01,130.505910165485,149.029427430089,132.142178447273
