tipo,outcome,control,event_time,estimate,se,ci_low,ci_high
margen,m97,lejano,9,-2.20882104399653,0.827661765652838,-3.83103810467609,-0.586603983316963
margen,m97,lejano,10,-2.6221233469468,0.856010484074069,-4.29990389573197,-0.94434279816162
margen,m97,lejano,11,-2.51872309393131,0.8873070387006,-4.25784488978448,-0.779601298078132
margen,m97,lejano,12,-2.939806650229,0.973134497887591,-4.84715026608868,-1.03246303436932
margen,mdi,anillo,-12,1.76697702659486,0.639694264799314,0.513176267588209,3.02077778560152
margen,mdi,anillo,-11,0.863709792305636,0.785306417731667,-0.675490786448432,2.4029103710597
margen,mdi,anillo,-10,0.61116403953148,0.726331524222348,-0.812445747944322,2.03477382700728
margen,mdi,anillo,-9,0.30310814254985,0.713747851867611,-1.09583764711067,1.70205393221037
margen,mdi,anillo,-8,0.135317554290117,0.690139062691507,-1.21735500858524,1.48799011716547
margen,mdi,anillo,-7,0.597332620725924,0.657519478809737,-0.69140555774116,1.88607079919301
margen,mdi,anillo,-6,0.309678178078819,0.578287872677333,-0.823766052368753,1.44312240852639
margen,mdi,anillo,-5,0.960662346186751,0.553007228470377,-0.123231821615189,2.04455651398869
margen,mdi,anillo,-4,0.999829925565369,0.444068908654488,0.129454864602573,1.87020498652816
margen,mdi,anillo,-3,0.606901095137658,0.441815466272926,-0.259057218757277,1.47285940903259
margen,mdi,anillo,-2,0.396625671490649,0.360124862479128,-0.309219058968441,1.10247040194974
margen,mdi,anillo,-1,0,0,0,0
margen,mdi,anillo,0,-0.0230558462173997,0.486385093328351,-0.976370629140967,0.930258936706168
margen,mdi,anillo,1,0.497215945691988,0.785994468339771,-1.04333321225396,2.03776510363794
margen,mdi,anillo,2,-0.0538546214898082,0.572814224743638,-1.17657050198734,1.06886125900772
margen,mdi,anillo,3,-1.00481477888516,0.614724845391339,-2.20967547585219,0.200045918081859
margen,mdi,anillo,4,0.124544784268226,1.10410556994398,-2.03950213282198,2.28859170135843
margen,mdi,anillo,5,-1.19399475758643,0.628206811939702,-2.42528010898824,0.0372905938153909
margen,mdi,anillo,6,-0.802749362028598,0.563671393201476,-1.90754529270349,0.302046568646295
margen,mdi,anillo,7,-0.408839175163923,0.65157761692314,-1.68593130433328,0.86825295400543
margen,mdi,anillo,8,-0.0634708677447259,0.594961174050871,-1.22959476888443,1.10265303339498
margen,mdi,anillo,9,0.12590918966494,0.541370254131335,-0.935176508432477,1.18699488776236
margen,mdi,anillo,10,0.605684518118101,0.619215367522884,-0.607977602226751,1.81934663846295
margen,mdi,anillo,11,0.864132545822043,1.1389800237944,-1.36826830081498,3.09653339245906
margen,mdi,anillo,12,1.12481782104518,0.64212973200569,-0.133756453685975,2.38339209577633
margen,mdi,lejano,-12,1.68748538009179,0.607486884149755,0.496811087158271,2.87815967302531
margen,mdi,lejano,-11,1.17559063322817,0.579063472267439,0.0406262275839864,2.31055503887235
margen,mdi,lejano,-10,1.54951217990311,0.539072270669837,0.492930529390226,2.60609383041599
margen,mdi,lejano,-9,1.56084121739752,0.533546133630589,0.515090795481571,2.60659163931348
margen,mdi,lejano,-8,1.28347794120399,0.514266421303739,0.275515755448662,2.29144012695932
margen,mdi,lejano,-7,1.62366372203397,0.555034931998082,0.535795255317729,2.71153218875021
margen,mdi,lejano,-6,1.58844876817701,0.544150941958012,0.521912921939304,2.65498461441471
margen,mdi,lejano,-5,1.31315088191111,0.546760193511491,0.241500902628588,2.38480086119363
margen,mdi,lejano,-4,1.33225716150667,0.424442282421642,0.500350287960249,2.16416403505308
margen,mdi,lejano,-3,0.900014223117838,0.366571114417432,0.181534838859672,1.618493607376
margen,mdi,lejano,-2,0.191795852455869,0.407696216065079,-0.607288731031687,0.990880435943424
margen,mdi,lejano,-1,0,0,0,0
margen,mdi,lejano,0,-0.47407998911416,0.404239210509292,-1.26638884171237,0.318228863484053
margen,mdi,lejano,1,-1.35813877077682,0.747805464650138,-2.82383748149109,0.107559939937455
margen,mdi,lejano,2,-2.2429703693799,0.748443483230685,-3.70991959651205,-0.776021142247761
margen,mdi,lejano,3,-2.04886813409915,0.782109787244451,-3.58180331709827,-0.515932951100023
margen,mdi,lejano,4,-2.13904381785224,0.98076472201365,-4.061342672999,-0.216744962705488
margen,mdi,lejano,5,-3.1468463151217,0.76352325101326,-4.64335188710769,-1.65034074313571
margen,mdi,lejano,6,-2.8926799218431,0.774490122594698,-4.41068056212871,-1.37467928155749
margen,mdi,lejano,7,-1.82615737323522,0.821678335308247,-3.43664691043938,-0.215667836031051
margen,mdi,lejano,8,-2.02496724440704,0.754060128958803,-3.50292509716629,-0.547009391647782
margen,mdi,lejano,9,-1.85654568658872,0.741246720379144,-3.30938925853185,-0.403702114645602
margen,mdi,lejano,10,-1.72011508436958,0.766189039253906,-3.22184560130724,-0.218384567431927
margen,mdi,lejano,11,-2.27425264412334,0.785910294763515,-3.81463682185984,-0.733868466386854
margen,mdi,lejano,12,-2.34694998207478,0.787784342661257,-3.89100729369084,-0.802892670458714
precio,p93,twfe panel,-12,0.0382232307236177,0.0763466018714988,-0.11141610894452,0.187862570391755
precio,p93,twfe panel,-11,0.0080237114302871,0.0813845072914628,-0.15148992286098,0.167537345721554
precio,p93,twfe panel,-10,0.0472343007346113,0.0797633783350604,-0.109101920802107,0.20357052227133
precio,p93,twfe panel,-9,0.10362179028065,0.0784629819676606,-0.0501656543759646,0.257409234937265
precio,p93,twfe panel,-8,0.100768614597379,0.0760737161005133,-0.0483358689596269,0.249873098154385
precio,p93,twfe panel,-7,0.128976745019635,0.0781625967217954,-0.0242219445550843,0.282175434594354
precio,p93,twfe panel,-6,0.0662139169836011,0.0742337707031526,-0.079284273594578,0.21171210756178
precio,p93,twfe panel,-5,0.0231502813144859,0.0725687372195636,-0.119084443635859,0.16538500626483
precio,p93,twfe panel,-4,0.0172791768767458,0.0643733642122918,-0.108892616979346,0.143450970732838
precio,p93,twfe panel,-3,0.0160348335554139,0.0562764450900951,-0.0942669988211725,0.126336665932
precio,p93,twfe panel,-2,0.0565297885649839,0.0505712222959574,-0.0425898071350927,0.15564938426506
precio,p93,twfe panel,-1,0,0,0,0
precio,p93,twfe panel,0,-0.0594748001481306,0.0538479886489825,-0.165016857900136,0.0460672576038752
precio,p93,twfe panel,1,-0.153368088423661,0.0922676224054754,-0.334212628338392,0.027476451491071
precio,p93,twfe panel,2,-0.272118266826263,0.093700157429192,-0.45577057538748,-0.0884659582650471
precio,p93,twfe panel,3,-0.220797189350309,0.0941695269344042,-0.405369462141742,-0.0362249165588772
precio,p93,twfe panel,4,-0.219889581786582,0.10621576173905,-0.428072474795119,-0.0117066887780444
precio,p93,twfe panel,5,-0.24839330109903,0.110403891583304,-0.464784928602307,-0.0320016735957538
precio,p93,twfe panel,6,-0.221397665589631,0.113513704591234,-0.44388452658845,0.00108919540918698
precio,p93,twfe panel,7,-0.296957624369006,0.112190593783883,-0.516851188185418,-0.0770640605525944
precio,p93,twfe panel,8,-0.305309201696971,0.100060244925621,-0.501427281751188,-0.109191121642754
precio,p93,twfe panel,9,-0.245989096551163,0.0845915159668407,-0.41178846784617,-0.080189725256155
precio,p93,twfe panel,10,-0.203932799585695,0.0837209220887146,-0.368025806879575,-0.0398397922918141
precio,p93,twfe panel,11,-0.324433419746472,0.102810694068245,-0.525942380120232,-0.122924459372713
precio,p93,twfe panel,12,-0.35759456045906,0.105817852568388,-0.564997551493101,-0.150191569425019
precio,p95,twfe panel,-12,0.0375106138117532,0.0916831690333314,-0.142188397493576,0.217209625117083
precio,p95,twfe panel,-11,0.0491888577303616,0.0897076589993803,-0.126638153908424,0.225015869369147
precio,p95,twfe panel,-10,0.0790633835768198,0.0812053826870617,-0.080099166489821,0.238225933643461
precio,p95,twfe panel,-9,0.115043035343221,0.0841406776558773,-0.049872692862299,0.27995876354874
precio,p95,twfe panel,-8,0.132820007028439,0.0800946387281596,-0.0241654848787536,0.289805498935632
precio,p95,twfe panel,-7,0.158470968611397,0.0801902913006827,0.00129799766205868,0.315643939560735
precio,p95,twfe panel,-6,0.0747558095278769,0.0716206876008344,-0.0656207381697585,0.215132357225512
precio,p95,twfe panel,-5,0.0593046615863429,0.0696768970155537,-0.0772620565641424,0.195871379736828
precio,p95,twfe panel,-4,0.04157479726229,0.054701550933413,-0.0656402425671994,0.148789837091779
precio,p95,twfe panel,-3,0.0431527919160928,0.0511591192185344,-0.0571190817522346,0.14342466558442
precio,p95,twfe panel,-2,0.0490072420453257,0.0525265110021681,-0.0539447195189238,0.151959203609575
precio,p95,twfe panel,-1,0,0,0,0
precio,p95,twfe panel,0,-0.0837969273058406,0.0485256359778711,-0.178907173822468,0.0113133192107867
precio,p95,twfe panel,1,-0.158558951940249,0.0783365077867827,-0.312098507202343,-0.00501939667815499
precio,p95,twfe panel,2,-0.277892029002355,0.0923667976654655,-0.458930952426668,-0.0968531055780431
precio,p95,twfe panel,3,-0.239544276017519,0.098416937730062,-0.43244147396844,-0.046647078066597
precio,p95,twfe panel,4,-0.294067136710912,0.114998438700159,-0.519464076563223,-0.0686701968586008
precio,p95,twfe panel,5,-0.283292959441575,0.116343545917559,-0.51132630943999,-0.0552596094431593
precio,p95,twfe panel,6,-0.292790974665482,0.121623855139682,-0.531173730739259,-0.0544082185917058
precio,p95,twfe panel,7,-0.393343241833935,0.116205832460392,-0.621106673456304,-0.165579810211566
precio,p95,twfe panel,8,-0.381335085151038,0.0939516575633726,-0.565480333975249,-0.197189836326828
precio,p95,twfe panel,9,-0.269429620363462,0.0752952185669406,-0.417008248754666,-0.121850991972259
precio,p95,twfe panel,10,-0.203814176942745,0.0748769723996304,-0.350573042846021,-0.0570553110394696
precio,p95,twfe panel,11,-0.300017020828286,0.0980009670345739,-0.492098916216051,-0.107935125440521
precio,p95,twfe panel,12,-0.285483677297911,0.116418846480786,-0.513664616400251,-0.057302738195571
precio,p97,twfe panel,-12,0.0583145167519324,0.123910067191103,-0.184549214942629,0.301178248446494
precio,p97,twfe panel,-11,0.0432072947052302,0.108773509526852,-0.169988783967401,0.256403373377861
precio,p97,twfe panel,-10,0.0954634007689205,0.10304688677056,-0.106508497301378,0.297435298839219
precio,p97,twfe panel,-9,0.0819760157078076,0.100279685517085,-0.114572167905678,0.278524199321294
precio,p97,twfe panel,-8,0.0883598168358993,0.104476442495049,-0.116414010454397,0.293133644126196
precio,p97,twfe panel,-7,0.163889030430405,0.100457629128864,-0.0330079226621687,0.360785983522978
precio,p97,twfe panel,-6,0.110581648429792,0.0875970521051615,-0.0611085736963246,0.282271870555908
precio,p97,twfe panel,-5,0.086928901318963,0.0830850148260758,-0.0759177277401455,0.249775530378072
precio,p97,twfe panel,-4,0.0325481556954248,0.0669522680681589,-0.0986782897181665,0.163774601109016
precio,p97,twfe panel,-3,0.0717714020428308,0.0581462211161151,-0.0421951913447548,0.185737995430416
precio,p97,twfe panel,-2,0.0579360968645982,0.0592012478481919,-0.0580983489178579,0.173970542647054
precio,p97,twfe panel,-1,0,0,0,0
precio,p97,twfe panel,0,-0.106178427998806,0.0515119678405034,-0.207141884966193,-0.00521497103141939
precio,p97,twfe panel,1,-0.216534324893057,0.0763335239960665,-0.366148031925348,-0.0669206178607671
precio,p97,twfe panel,2,-0.219646614526414,0.0826316322578722,-0.381604613751844,-0.0576886153009847
precio,p97,twfe panel,3,-0.206411934907763,0.0844680300316675,-0.371969273769832,-0.0408545960456951
precio,p97,twfe panel,4,-0.171281622964334,0.0859050019447642,-0.339655426776072,-0.0029078191525963
precio,p97,twfe panel,5,-0.145294682904356,0.106874259319802,-0.354768231171169,0.0641788653624564
precio,p97,twfe panel,6,-0.182478853305422,0.127928831486061,-0.433219363018102,0.068261656407258
precio,p97,twfe panel,7,-0.2579368926691,0.137420899487809,-0.527281855665206,0.0114080703270058
precio,p97,twfe panel,8,-0.331840028346414,0.124847389489204,-0.576540911745253,-0.087139144947574
precio,p97,twfe panel,9,-0.242236289353052,0.107470792591992,-0.452879042833356,-0.0315935358727479
precio,p97,twfe panel,10,-0.203376587045165,0.106848164028976,-0.412798988541959,0.00604581445162847
precio,p97,twfe panel,11,-0.218903624410439,0.1195351168831,-0.453192453501315,0.0153852046804376
precio,p97,twfe panel,12,-0.122797106174892,0.120434317183281,-0.358848367854123,0.113254155504339
precio,pdi,twfe panel,-12,0.00371802783052321,0.112156348058338,-0.216108414363819,0.223544470024865
precio,pdi,twfe panel,-11,0.0130469578408199,0.111969705253922,-0.206413664456867,0.232507580138507
precio,pdi,twfe panel,-10,0.105732126783224,0.112616310114869,-0.11499584104192,0.326460094608368
precio,pdi,twfe panel,-9,0.0911779239191856,0.100392374360683,-0.105591129827753,0.287946977666124
precio,pdi,twfe panel,-8,0.0874890312162251,0.0925900799877921,-0.0939875255598474,0.268965587992298
precio,pdi,twfe panel,-7,0.11348946970974,0.0918011863872976,-0.0664408556093633,0.293419795028843
precio,pdi,twfe panel,-6,0.076159827436501,0.0884586778855962,-0.0972191812192675,0.24953883609227
precio,pdi,twfe panel,-5,0.057404335919726,0.0917308420970163,-0.122388114590426,0.237196786429878
precio,pdi,twfe panel,-4,0.0557050990187798,0.0829668926732119,-0.106910010620715,0.218320208658275
precio,pdi,twfe panel,-3,0.0370312438758402,0.0709580483579766,-0.102046530905794,0.176109018657474
precio,pdi,twfe panel,-2,-0.00328218402080255,0.0683978710975482,-0.137342011371997,0.130777643330392
precio,pdi,twfe panel,-1,0,0,0,0
precio,pdi,twfe panel,0,-0.0931875694663003,0.0738848337139214,-0.238001843545586,0.0516267046129857
precio,pdi,twfe panel,1,-0.242270080037668,0.128967060161555,-0.495045517954316,0.0105053578789799
precio,pdi,twfe panel,2,-0.392193680363333,0.155881993608478,-0.697722387835949,-0.0866649728907164
precio,pdi,twfe panel,3,-0.35734907112813,0.142135385973708,-0.635934427636597,-0.0787637146196636
precio,pdi,twfe panel,4,-0.425739178547872,0.154098565119067,-0.727772366181243,-0.123705990914502
precio,pdi,twfe panel,5,-0.496570960086567,0.157283658603693,-0.804846930949805,-0.188294989223328
precio,pdi,twfe panel,6,-0.469050598522134,0.157271655327128,-0.777303042963305,-0.160798154080964
precio,pdi,twfe panel,7,-0.416117755628888,0.125657128872832,-0.662405728219638,-0.169829783038138
precio,pdi,twfe panel,8,-0.343352873182225,0.107695897445181,-0.554436832174781,-0.13226891418967
precio,pdi,twfe panel,9,-0.251788715853993,0.111466390368203,-0.47026284097567,-0.0333145907323159
precio,pdi,twfe panel,10,-0.232283790359163,0.117934520809358,-0.463435451145506,-0.00113212957282055
precio,pdi,twfe panel,11,-0.270674019088941,0.156673041033168,-0.577753179513951,0.0364051413360679
precio,pdi,twfe panel,12,-0.520054156134925,0.129721466014188,-0.774308229522733,-0.265800082747117
