horizon,group,estimate,se,dimension,ci_low,ci_high
8,93,0.701747393240982,0.00523416490837013,combustible,0.691488430020576,0.712006356461387
9,93,0.70499374663138,0.00517366067434796,combustible,0.694853371709657,0.715134121553102
10,93,0.705259174468559,0.00516386819399256,combustible,0.695137992808333,0.715380356128784
11,93,0.705904937818742,0.00511779702254887,combustible,0.695874055654547,0.715935819982938
12,93,0.687640846469871,0.00574073698625905,combustible,0.676389001976803,0.698892690962939
13,93,0.69075323631961,0.00573666762638158,combustible,0.679509367771902,0.701997104867317
14,93,0.691161574277881,0.00564801211400601,combustible,0.680091470534429,0.702231678021333
15,93,0.693164918420326,0.00564262325931395,combustible,0.68210537683207,0.704224460008581
16,93,0.706933451268024,0.00535697264640461,combustible,0.696433784881071,0.717433117654977
17,93,0.717100855186556,0.00507824500450194,combustible,0.707147494977733,0.72705421539538
18,93,0.722496721544891,0.00561102710001965,combustible,0.711499108428853,0.73349433466093
19,93,0.70092596913027,0.0053277858426655,combustible,0.690483508878645,0.711368429381894
20,93,0.690958520247774,0.00561901732312348,combustible,0.679945246294452,0.701971794201096
21,93,0.693989892216203,0.00520823555470185,combustible,0.683781750528987,0.704198033903419
22,93,0.691276657862721,0.00517983360000737,combustible,0.681124184006707,0.701429131718736
23,93,0.684539192509479,0.00527819835665088,combustible,0.674193923730443,0.694884461288515
24,93,0.68089673763582,0.0051765726319404,combustible,0.670750655277217,0.691042819994424
